OrderDate,ProdId,Quantity
2019-08-08,4894,32.0000
2019-08-08,4901,1.0000
2019-08-08,346,1.0000
2019-08-08,447,6.0000
2019-08-08,453,1.0000
2019-08-08,1048,1.0000
2019-08-08,1188,3.0000
2019-08-08,1281,2.0000
2019-08-08,1284,4.0000
2019-08-08,1369,1.0000
2019-08-08,1397,1.0000
2019-08-08,1454,3.0000
2019-08-08,1965,1.0000
2019-08-08,2147,1.0000
2019-08-08,2219,2.0000
2019-08-08,2435,5.0000
2019-08-08,3224,4.0000
2019-08-08,3231,1.0000
2019-08-08,3970,1.0000
2019-08-08,4572,1.0000
2019-08-08,134,6.0000
2019-08-08,523,10.0000
2019-08-08,620,2.0000
2019-08-08,645,8.0000
2019-08-08,1160,10.0000
2019-08-08,2132,1.0000
2019-08-08,2796,4.0000
2019-08-08,2830,3.0000
2019-08-08,3555,1.0000
2019-08-08,3622,1.0000
2019-08-08,456,1.0000
2019-08-08,642,1.0000
2019-08-08,931,2.0000
2019-08-08,1148,4.0000
2019-08-08,1376,1.0000
2019-08-08,1392,15.0000
2019-08-08,1492,2.0000
2019-08-08,1622,1.0000
2019-08-08,2130,1.0000
2019-08-08,2891,2.0000
2019-08-08,3129,3.0000
2019-08-08,3677,3.0000
2019-08-08,2837,1.0000
2019-08-08,2839,1.0000
2019-08-08,3980,2.0000
2019-08-08,4241,10.0000
2019-08-08,4465,1.0000
2019-08-08,4981,20.0000
2019-08-08,546,5.0000
2019-08-08,544,2.0000
2019-08-08,549,8.0000
2019-08-08,600,1.0000
2019-08-08,643,2.0000
2019-08-08,887,1.0000
2019-08-08,1031,1.0000
2019-08-08,1374,6.0000
2019-08-08,1426,2.0000
2019-08-08,1518,1.0000
2019-08-08,1634,10.0000
2019-08-08,2415,3.0000
2019-08-08,2428,2.0000
2019-08-08,2433,10.0000
2019-08-08,2436,10.0000
2019-08-08,3064,11.0000
2019-08-08,3427,1.0000
2019-08-08,4987,2.0000
2019-08-08,4864,2.0000
2019-08-08,306,3.0000
2019-08-08,460,7.0000
2019-08-08,550,2.0000
2019-08-08,1121,6.0000
2019-08-08,1279,8.0000
2019-08-08,2116,1.0000
2019-08-08,2216,7.0000
2019-08-08,2437,3.0000
2019-08-08,2831,1.0000
2019-08-08,2805,1.0000
2019-08-08,3251,6.0000
2019-08-08,2838,1.0000
2019-08-08,4385,1.0000
2019-08-08,4418,1.0000
2019-08-08,4601,1.0000
2019-08-08,4893,27.0000
2019-08-08,4947,1.0000
2019-08-08,4983,8.0000
2019-08-08,4356,1.0000
2019-08-08,173,5.0000
2019-08-08,229,2.0000
2019-08-08,1345,2.0000
2019-08-08,3281,1.0000
2019-08-08,4155,1.0000
2019-08-08,4156,1.0000
2019-08-08,197,270.0000
2019-08-08,929,10.0000
2019-08-08,928,5.0000
2019-08-08,2799,2.0000
2019-08-08,2802,1.0000
2019-08-08,2810,6.0000
2019-08-08,2811,5.0000
2019-08-08,2816,10.0000
2019-08-08,2817,2.0000
2019-08-08,2818,5.0000
2019-08-08,2824,20.0000
2019-08-08,2828,2.0000
2019-08-08,2858,20.0000
2019-08-08,2886,4.0000
2019-08-08,2887,1.0000
2019-08-08,2895,3.0000
2019-08-08,2921,2.0000
2019-08-08,2922,20.0000
2019-08-08,2924,3.0000
2019-08-08,2925,3.0000
2019-08-08,2926,4.0000
2019-08-08,2927,3.0000
2019-08-08,2929,5.0000
2019-08-08,2933,2.0000
2019-08-08,2985,3.0000
2019-08-08,3077,1.0000
2019-08-08,3078,1.0000
2019-08-08,3130,3.0000
2019-08-08,3133,2.0000
2019-08-08,3155,2.0000
2019-08-08,3162,1.0000
2019-08-08,3169,2.0000
2019-08-08,3180,4.0000
2019-08-08,3183,2.0000
2019-08-08,3222,20.0000
2019-08-08,3234,1.0000
2019-08-08,3240,1.0000
2019-08-08,3241,1.0000
2019-08-08,3248,100.0000
2019-08-08,3249,5.0000
2019-08-08,3256,1.0000
2019-08-08,3257,1.0000
2019-08-08,3259,1.0000
2019-08-08,3268,1.0000
2019-08-08,3285,1.0000
2019-08-08,3298,2.0000
2019-08-08,3300,2.0000
2019-08-08,3310,25.0000
2019-08-08,3312,1.0000
2019-08-08,3324,2.0000
2019-08-08,3362,3.0000
2019-08-08,3363,2.0000
2019-08-08,3364,2.0000
2019-08-08,3410,3.0000
2019-08-08,3503,3.0000
2019-08-08,3507,3.0000
2019-08-08,3512,1.0000
2019-08-08,3535,3.0000
2019-08-08,3540,2.0000
2019-08-08,3556,1.0000
2019-08-08,3557,2.0000
2019-08-08,3558,2.0000
2019-08-08,3559,2.0000
2019-08-08,3563,4.0000
2019-08-08,3564,4.0000
2019-08-08,3295,2.0000
2019-08-08,3296,3.0000
2019-08-08,3297,3.0000
2019-08-08,3567,1.0000
2019-08-08,3569,1.0000
2019-08-08,3574,1.0000
2019-08-08,3578,5.0000
2019-08-08,3594,5.0000
2019-08-08,3595,50.0000
2019-08-08,3638,1.0000
2019-08-08,3666,1.0000
2019-08-08,3665,30.0000
2019-08-08,3683,1.0000
2019-08-08,3946,2.0000
2019-08-08,3960,3.0000
2019-08-08,3965,2.0000
2019-08-08,3966,3.0000
2019-08-08,3968,3.0000
2019-08-08,3971,1.0000
2019-08-08,3977,2.0000
2019-08-08,3978,1.0000
2019-08-08,3982,2.0000
2019-08-08,4039,2.0000
2019-08-08,4041,2.0000
2019-08-08,4064,2.0000
2019-08-08,4065,6.0000
2019-08-08,4089,3.0000
2019-08-08,4090,5.0000
2019-08-08,4139,2.0000
2019-08-08,4140,1.0000
2019-08-08,4142,1.0000
2019-08-08,4174,1.0000
2019-08-08,4175,1.0000
2019-08-08,4176,1.0000
2019-08-08,4223,2.0000
2019-08-08,4230,1.0000
2019-08-08,4299,3.0000
2019-08-08,4302,2.0000
2019-08-08,4306,2.0000
2019-08-08,4307,3.0000
2019-08-08,4343,1.0000
2019-08-08,4344,1.0000
2019-08-08,4353,1.0000
2019-08-08,4354,1.0000
2019-08-08,4647,2.0000
2019-08-08,4654,1.0000
2019-08-08,4659,1.0000
2019-08-08,4663,1.0000
2019-08-08,4664,3.0000
2019-08-08,4665,1.0000
2019-08-08,4666,3.0000
2019-08-08,4676,2.0000
2019-08-08,4677,1.0000
2019-08-08,4714,1.0000
2019-08-08,4716,3.0000
2019-08-08,4721,10.0000
2019-08-08,4726,3.0000
2019-08-08,4764,1.0000
2019-08-08,4359,1.0000
2019-08-08,4381,1.0000
2019-08-08,4386,1.0000
2019-08-08,4389,1.0000
2019-08-08,4425,1.0000
2019-08-08,4426,1.0000
2019-08-08,4433,1.0000
2019-08-08,4435,2.0000
2019-08-08,4447,1.0000
2019-08-08,4450,1.0000
2019-08-08,4460,2.0000
2019-08-08,4467,1.0000
2019-08-08,4469,1.0000
2019-08-08,4587,3.0000
2019-08-08,4794,2.0000
2019-08-08,4795,3.0000
2019-08-08,4796,1.0000
2019-08-08,4810,1.0000
2019-08-08,4811,1.0000
2019-08-08,4812,1.0000
2019-08-08,4858,2.0000
2019-08-08,4913,3.0000
2019-08-08,4922,1.0000
2019-08-08,4932,1.0000
2019-08-08,4949,20.0000
2019-08-08,4960,20.0000
2019-08-08,4976,1.0000
2019-08-08,4973,4.0000
2019-08-08,4982,5.0000
2019-08-08,4993,2.0000
2019-08-08,4994,4.0000
2019-08-08,1692,1.0000
2019-08-08,1740,1.0000
2019-08-08,2084,1.0000
2019-08-08,2089,1.0000
2019-08-08,2200,1.0000
2019-08-08,2267,1.0000
2019-08-08,2392,1.0000
2019-08-08,2431,1.0000
2019-08-08,3157,1.0000
2019-08-08,3161,1.0000
2019-08-08,3320,1.0000
2019-08-08,3943,1.0000
2019-08-08,4154,2.0000
2019-08-08,4358,1.0000
2019-08-08,4355,1.0000
2019-08-08,4364,1.0000
2019-08-08,4383,1.0000
2019-08-08,4618,1.0000
2019-08-12,3840,2.0000
2019-08-12,3841,40.0000
2019-08-09,1082,10.0000
2019-08-09,341,2.0000
2019-08-09,352,12.0000
2019-08-09,825,3.0000
2019-08-09,136,1.0000
2019-08-09,147,1.0000
2019-08-09,148,2.0000
2019-08-09,171,15.0000
2019-08-09,182,1.0000
2019-08-09,255,3.0000
2019-08-09,258,16.0000
2019-08-09,429,4.0000
2019-08-09,443,1.0000
2019-08-09,183,2.0000
2019-08-09,476,2.0000
2019-08-09,811,10.0000
2019-08-09,994,10.0000
2019-08-09,216,10.0000
2019-08-09,338,2.0000
2019-08-09,351,12.0000
2019-08-09,350,6.0000
2019-08-09,274,17.0000
2019-08-09,308,40.0000
2019-08-09,310,45.0000
2019-08-09,312,90.0000
2019-08-09,334,20.0000
2019-08-09,522,2.0000
2019-08-09,524,2.0000
2019-08-09,526,30.0000
2019-08-09,541,1.0000
2019-08-09,545,4.0000
2019-08-09,587,1.0000
2019-08-09,566,1.0000
2019-08-09,336,5.0000
2019-08-09,816,1.0000
2019-08-10,4196,30.0000
2019-08-10,4342,30.0000
2019-08-10,4226,1.0000
2019-08-10,4340,100.0000
2019-08-10,4193,3.0000
2019-08-10,4194,2.0000
2019-08-10,4341,5.0000
2019-08-10,4178,100.0000
2019-08-10,4180,100.0000
2019-08-10,4187,100.0000
2019-08-10,4213,2.0000
2019-08-10,4214,1.0000
2019-08-10,4270,1.0000
2019-08-10,4298,2.0000
2019-08-10,4409,1.0000
2019-08-10,4424,2.0000
2019-08-10,4430,1.0000
2019-08-10,4546,1.0000
2019-08-10,4571,1.0000
2019-08-10,4590,1.0000
2019-08-10,4589,1.0000
2019-08-10,4635,1.0000
2019-08-10,4656,2.0000
2019-08-10,4668,1.0000
2019-08-10,4766,10.0000
2019-08-10,4856,1.0000
2019-08-10,4869,3.0000
2019-08-10,4880,1.0000
2019-08-10,4887,1.0000
2019-08-10,4905,1.0000
2019-08-10,4961,20.0000
2019-08-10,4964,1.0000
2019-08-10,4163,1.0000
2019-08-10,4191,1.0000
2019-08-10,4195,5.0000
2019-08-10,4182,150.0000
2019-08-10,4183,50.0000
2019-08-10,4185,2.0000
2019-08-10,4211,10.0000
2019-08-10,4216,1.0000
2019-08-10,4371,1.0000
2019-08-10,4373,1.0000
2019-08-10,4372,1.0000
2019-08-10,4374,1.0000
2019-08-10,4375,1.0000
2019-08-10,4268,5.0000
2019-08-10,4296,1.0000
2019-08-10,4368,2.0000
2019-08-10,4370,1.0000
2019-08-10,4380,1.0000
2019-08-10,4415,1.0000
2019-08-10,4431,2.0000
2019-08-10,4432,1.0000
2019-08-10,4437,1.0000
2019-08-10,4438,1.0000
2019-08-10,4439,1.0000
2019-08-10,4436,1.0000
2019-08-10,4470,1.0000
2019-08-10,4543,100.0000
2019-08-10,4569,1.0000
2019-08-10,4583,2.0000
2019-08-10,4606,1.0000
2019-08-10,4616,1.0000
2019-08-10,4697,20.0000
2019-08-10,4816,10.0000
2019-08-10,4850,1.0000
2019-08-10,4886,1.0000
2019-08-10,4895,3.0000
2019-08-10,4910,1.0000
2019-08-10,4911,1.0000
2019-08-10,4933,4.0000
2019-08-10,4935,1.0000
2019-08-10,4378,1.0000
2019-08-10,4660,1.0000
2019-08-10,4937,2.0000
2019-08-09,339,4.0000
2019-08-09,437,2.0000
2019-08-09,442,1.0000
2019-08-09,465,4.0000
2019-08-09,471,2.0000
2019-08-09,473,4.0000
2019-08-09,543,1.0000
2019-08-09,542,1.0000
2019-08-09,608,1.0000
2019-08-09,621,2.0000
2019-08-09,641,1.0000
2019-08-09,807,1.0000
2019-08-09,995,1.0000
2019-08-09,1035,2.0000
2019-08-09,1060,1.0000
2019-08-09,1063,3.0000
2019-08-09,1068,1.0000
2019-08-09,1077,3.0000
2019-08-09,217,9.0000
2019-08-09,340,1.0000
2019-08-09,828,2.0000
2019-08-09,866,1.0000
2019-08-09,868,2.0000
2019-08-09,867,2.0000
2019-08-09,869,2.0000
2019-08-09,871,2.0000
2019-08-09,872,2.0000
2019-08-09,875,2.0000
2019-08-09,1034,1.0000
2019-08-09,1027,3.0000
2019-08-09,1067,1.0000
2019-08-09,1080,3.0000
2019-08-10,4936,10.0000
2019-08-10,4938,3.0000
2019-08-10,4857,10.0000
2019-08-09,119,2.0000
2019-08-09,140,1.0000
2019-08-09,223,3.0000
2019-08-09,281,2.0000
2019-08-09,268,76.0000
2019-08-09,271,36.0000
2019-08-10,4882,10.0000
2019-08-10,4888,10.0000
2019-08-09,118,10.0000
2019-08-09,121,1.0000
2019-08-09,127,2.0000
2019-08-09,149,1.0000
2019-08-09,152,1.0000
2019-08-09,159,10.0000
2019-08-09,161,5.0000
2019-08-09,612,10.0000
2019-08-09,225,1.0000
2019-08-09,236,1.0000
2019-08-09,240,5.0000
2019-08-09,241,2.0000
2019-08-09,262,26.0000
2019-08-09,253,3.0000
2019-08-09,260,14.0000
2019-08-09,265,4.0000
2019-08-09,266,29.0000
2019-08-09,279,4.0000
2019-08-09,282,8.0000
2019-08-09,317,1.0000
2019-08-09,320,16.0000
2019-08-09,319,50.0000
2019-08-09,345,1.0000
2019-08-09,348,2.0000
2019-08-09,349,2.0000
2019-08-09,360,6.0000
2019-08-09,604,2.0000
2019-08-10,1093,1.0000
2019-08-10,1140,20.0000
2019-08-10,1151,10.0000
2019-08-10,1158,2.0000
2019-08-10,1169,2.0000
2019-08-10,1177,3.0000
2019-08-10,1189,1.0000
2019-08-10,1206,2.0000
2019-08-10,1285,1.0000
2019-08-10,1286,2.0000
2019-08-10,1287,3.0000
2019-08-10,1300,1.0000
2019-08-10,1385,2.0000
2019-08-10,1384,1.0000
2019-08-10,1395,1.0000
2019-08-10,1399,2.0000
2019-08-10,1457,50.0000
2019-08-10,1469,1.0000
2019-08-10,1519,1.0000
2019-08-10,1585,5.0000
2019-08-10,1595,2.0000
2019-08-10,1599,1.0000
2019-08-10,1604,1.0000
2019-08-10,1624,2.0000
2019-08-10,1720,1.0000
2019-08-10,1731,1.0000
2019-08-10,1734,2.0000
2019-08-10,1754,1.0000
2019-08-10,3571,1.0000
2019-08-10,3573,1.0000
2019-08-10,3605,1.0000
2019-08-10,3606,1.0000
2019-08-10,3614,2.0000
2019-08-10,3616,100.0000
2019-08-10,3621,1.0000
2019-08-10,3663,10.0000
2019-08-10,3667,5.0000
2019-08-10,3676,2.0000
2019-08-10,4040,2.0000
2019-08-10,4058,1.0000
2019-08-10,4043,1.0000
2019-08-10,4050,2.0000
2019-08-10,1367,2.0000
2019-08-10,3585,1.0000
2019-08-10,3589,1.0000
2019-08-09,2993,8.0000
2019-08-09,2988,2.0000
2019-08-09,3002,10.0000
2019-08-09,3062,3.0000
2019-08-09,3087,2.0000
2019-08-09,3091,14.0000
2019-08-09,3172,1.0000
2019-08-09,3174,1.0000
2019-08-09,3178,4.0000
2019-08-09,3269,1.0000
2019-08-09,3283,1.0000
2019-08-09,3302,2.0000
2019-08-09,3308,2.0000
2019-08-09,3264,10.0000
2019-08-09,1872,1.0000
2019-08-09,1873,1.0000
2019-08-09,2085,2.0000
2019-08-09,2366,5.0000
2019-08-09,2372,1.0000
2019-08-09,2371,3.0000
2019-08-09,2374,1.0000
2019-08-09,1842,1.0000
2019-08-09,1849,1.0000
2019-08-09,1889,1.0000
2019-08-09,1944,1.0000
2019-08-09,1945,1.0000
2019-08-09,1994,1.0000
2019-08-09,1996,10.0000
2019-08-09,5004,1.0000
2019-08-09,2023,3.0000
2019-08-09,2059,30.0000
2019-08-09,2065,1.0000
2019-08-09,2077,2.0000
2019-08-09,2095,1.0000
2019-08-09,2113,1.0000
2019-08-09,2120,30.0000
2019-08-09,2146,2.0000
2019-08-09,2148,2.0000
2019-08-09,2152,10.0000
2019-08-09,2224,2.0000
2019-08-09,2298,20.0000
2019-08-09,2304,1.0000
2019-08-09,2321,1.0000
2019-08-09,2439,1.0000
2019-08-09,2864,1.0000
2019-08-09,2991,10.0000
2019-08-09,2990,2.0000
2019-08-09,2135,20.0000
2019-08-09,2801,90.0000
2019-08-09,2820,3.0000
2019-08-09,2856,2.0000
2019-08-09,2865,3.0000
2019-08-09,2866,3.0000
2019-08-09,2869,1.0000
2019-08-09,2894,2.0000
2019-08-09,2946,1.0000
2019-08-09,2949,2.0000
2019-08-09,2948,20.0000
2019-08-09,2986,2.0000
2019-08-09,2137,20.0000
2019-08-09,3000,100.0000
2019-08-09,3006,30.0000
2019-08-09,3060,2.0000
2019-08-09,3063,1.0000
2019-08-09,3120,1.0000
2019-08-09,3171,1.0000
2019-08-09,3189,3.0000
2019-08-10,1762,1.0000
2019-08-10,1764,1.0000
2019-08-10,1793,1.0000
2019-08-10,1794,1.0000
2019-08-10,3445,2.0000
2019-08-10,3446,1.0000
2019-08-10,3514,1.0000
2019-08-10,3504,2.0000
2019-08-10,3522,2.0000
2019-08-10,3534,1.0000
2019-08-10,3550,1.0000
2019-08-10,3565,2.0000
2019-08-10,3630,1.0000
2019-08-07,4012,1.0000
2019-08-07,4013,1.0000
2019-08-07,4014,1.0000
2019-08-10,3624,12.0000
2019-08-10,3626,3.0000
2019-08-10,3973,1.0000
2019-08-10,3979,5.0000
2019-08-10,4059,1.0000
2019-08-10,4088,2.0000
2019-08-10,4097,10.0000
2019-08-10,4095,1.0000
2019-08-10,4096,50.0000
2019-08-10,4144,20.0000
2019-08-10,4046,1.0000
